udise,school_name,block,cluster,setting,overall_pct,band,score_out_of_10,students_assessed,lat,lon
21150309401,GOVT. UPS TURANG,Banarpal,GOVT UPS TURANG,Rural,51.9,developing,5,50,20.84196,85.12168
21150309702,"PMSHRI PANCHAYAT NODAL HIGH SCHOOL, MAHIDHARPUR",Banarpal,MAHIDHARPUR HS,Rural,38.3,needs,4,110,20.69607,85.17904
21150309703,Salagaon PUPS,Banarpal,MAHIDHARPUR HS,Rural,56.9,developing,6,18,20.69058,85.18164
21150309704,BARASAHI P.S,Banarpal,MAHIDHARPUR HS,Rural,71.2,developing,7,11,20.70273,85.1801
21150309801,SERENABEDA P.U.P.S.,Banarpal,MAHIDHARPUR HS,Rural,60.6,developing,6,39,20.69668,85.18027
21150309903,BIRABHANUPUR PPS,Banarpal,NUAHATA CLUSTER,Rural,50.8,developing,5,11,20.82091,85.24197
21150310001,GANTHIGADIA PS,Banarpal,NUAHATA CLUSTER,Rural,90.0,excelling,9,3,20.80229,85.24463
21150310101,JORAGADIA SS,Banarpal,NUAHATA CLUSTER,Rural,80.6,excelling,8,9,20.83713,85.24326
21150310102,JORAGADIA PUPS,Banarpal,NUAHATA CLUSTER,Rural,91.7,excelling,9,7,20.83855,85.24931
21150310201,Narendra Pur PS,Banarpal,Garhsantri Gov't UPS,Rural,93.7,excelling,9,5,20.81374,85.22499
21150310301,BALISAHI PS,Banarpal,NUAHATA CLUSTER,Rural,62.1,developing,6,4,20.8362,85.23332
21150310302,GOVT. UGHS NUAHATA,Banarpal,NUAHATA CLUSTER,Rural,66.7,developing,7,88,20.8319,85.2242
21150310401,TALABAHAL PUPS,Banarpal,NUAHATA CLUSTER,Rural,71.7,developing,7,10,20.81046,85.25075
21150310403,TALABAHAL SS,Banarpal,NUAHATA CLUSTER,Rural,82.5,excelling,8,12,20.80988,85.25103
21150310603,LEPROSY COLONY PS,Banarpal,Sakosingha UPS,Rural,60.0,developing,6,6,20.86326,85.09237
21150310701,JAMUNALI PS,Banarpal,Sakosingha UPS,Rural,78.8,excelling,8,15,20.88671,85.06578
21150310901,KHIRAKOLIPASI PS,Banarpal,Sakosingha UPS,Rural,55.7,developing,6,5,20.88851,85.1099
21150311001,KUIO-JAMUNALI UPS,Banarpal,Sakosingha UPS,Rural,67.2,developing,7,43,20.89581,85.07272
21150311002,KUIO PS,Banarpal,Sakosingha UPS,Rural,65.5,developing,7,24,20.89543,85.07444
21150311004,KUIO REHABILITATION PS,Banarpal,Sakosingha UPS,Rural,52.7,developing,5,8,20.90498,85.0715
21150311301,SAKOSINGHA UPS,Banarpal,Sakosingha UPS,Rural,71.5,developing,7,58,20.8792,85.11004
21150311351,"PANCHAYAT HS, SAKOSINGHA",Banarpal,Sakosingha UPS,Rural,66.1,developing,7,10,20.88031,85.10265
21150311401,SUBARNAPUR UPS,Banarpal,Sakosingha UPS,Rural,43.7,needs,4,39,20.88087,85.06176
21150311502,GOVT PS SULEIMAL,Banarpal,GOVT UPS TURANG,Rural,70.0,developing,7,1,20.86825,85.1387
21150312101,"GOVT.UPS,GANDIBEDHA",Banarpal,GOVT UPS GANDIBEDHA,Rural,65.1,developing,7,24,20.85212,84.99049
21150312401,"GOVT.UPS,SANKERJANG",Banarpal,GOVT UPS GANDIBEDHA,Rural,62.7,developing,6,16,20.85558,84.98861
21150312402,"GOVT.PRIMARY SCHOOL,MAHULABURI SAHI,GOLABANDHA",Banarpal,GOVT UPS GANDIBEDHA,Rural,58.3,developing,6,6,20.85473,84.99981
21150312403,"MALLIKESWAR HIGH SCHOOL,SANKERJANG",Banarpal,GOVT UPS GANDIBEDHA,Rural,36.3,needs,4,58,20.85329,84.99166
21150312601,Amantapur UPS,Banarpal,Brajamohan nups,Rural,41.7,needs,4,51,20.8349,84.95357
21150312801,Dudhiabeda UPS,Banarpal,Brajamohan nups,Rural,50.0,needs,5,23,20.84507,84.97625
21150312901,Brajmohan HS,Banarpal,Brajamohan nups,Rural,37.6,needs,4,26,20.84376,84.95535
21150312902,Brajmohan NUPS,Banarpal,Brajamohan nups,Rural,86.3,excelling,9,9,20.84661,84.95404
21150313002,"Govt UPS, Maratira",Banarpal,Brajamohan nups,Rural,68.0,developing,7,53,20.83602,84.98367
21150313102,Rautal PPS,Banarpal,Brajamohan nups,Rural,69.6,developing,7,4,20.82926,84.94601
21150313302,Jarada Uppersahi PPS,Banarpal,Brajamohan nups,Rural,83.7,excelling,8,4,20.83448,84.9664
21150313802,DURGAPRASADPUR PPS,Banarpal,MAHIDHARPUR HS,Rural,75.8,excelling,8,2,20.71992,85.17528
21150313901,"PM SHRI TALMUL HIGH SCHOOL , TALMUL",Banarpal,MAHIDHARPUR HS,Rural,35.0,needs,4,62,20.73463,85.19546
21150314301,TALMUL PATANA UPS,Banarpal,MAHIDHARPUR HS,Rural,49.9,needs,5,29,20.72268,85.18923
21150314302,Chandanpur pps,Banarpal,MAHIDHARPUR HS,Rural,74.6,developing,7,9,20.77719,85.15069
21150314501,GOVT P.S NAUPAL,Banarpal,MAHIDHARPUR HS,Rural,56.5,developing,6,12,20.70614,85.17274
21150314502,Talmul Shasan Nuasahi PUPS,Banarpal,MAHIDHARPUR HS,Rural,57.1,developing,6,18,20.74387,85.18406
21150314503,Talmul shasan PS,Banarpal,MAHIDHARPUR HS,Rural,73.7,developing,7,17,20.72514,85.19141
21150314504,Talmul Tanlasahi PS,Banarpal,MAHIDHARPUR HS,Rural,62.3,developing,6,13,20.72786,85.1887
21150314701,Derjang PUPS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,62.2,developing,6,42,20.835,85.02444
21150314801,Jokub PS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,77.1,excelling,8,11,20.81408,85.01836
21150314901,Kulei PS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,74.2,developing,7,4,20.83977,84.99327
21150315301,SSBM&NM HS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,64.5,developing,6,32,20.8126,84.99308
21150315302,Dhipasahi PS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,76.8,excelling,8,19,20.83004,84.98549
21150315303,Fakir Charan UPS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,64.5,developing,6,4,20.82378,84.97425
21150315306,Tubey PUPS,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,59.9,developing,6,44,20.81548,84.99646
21150315308,Govt PS Brajmohansahi,Banarpal,Fakir Charan UP School Tubey Cluster,Rural,65.8,developing,7,4,20.81775,85.00572
21150315701,KANKINALI UPS,Banarpal,TULASIPAL CLUSTER,Rural,65.9,developing,7,13,20.79069,85.17271
21150315801,LANGULIABEDA PS,Banarpal,TULASIPAL CLUSTER,Rural,57.5,developing,6,8,20.80968,85.17668
21150316201,"PANCHAYAT HS, TULASIPAL",Banarpal,TULASIPAL CLUSTER,Rural,80.8,excelling,8,47,20.79122,85.18652
21150316202,TULASIPAL UPS,Banarpal,TULASIPAL CLUSTER,Rural,55.3,developing,6,17,20.80302,85.1821
21150316203,GODISAHI PS,Banarpal,TULASIPAL CLUSTER,Rural,55.6,developing,6,9,20.81179,85.19171
21150400101,"Govt. High School, Bagdia",Chhendipada,MACHHAKUTA UPS,Rural,56.4,developing,6,85,21.10706,84.81156
21150400103,"Govt. Primary School, Bagdia",Chhendipada,MACHHAKUTA UPS,Rural,72.8,developing,7,46,21.10771,84.81143
21150400105,"Govt. Upper Primary School, Bazarpada",Chhendipada,MACHHAKUTA UPS,Rural,78.7,excelling,8,52,21.10612,84.81905
21150400106,"Govt. Primary School, Dulanali",Chhendipada,MACHHAKUTA UPS,Rural,53.7,developing,5,5,21.10402,84.8012
21150400302,"Govt. High School, Bahalasahi",Chhendipada,Govt UGHS Bahalasahi,Rural,52.2,developing,5,56,21.09886,84.88151
21150400304,"Govt. Primary School, Majhisahi",Chhendipada,Govt UGHS Bahalasahi,Rural,59.4,developing,6,8,21.09663,84.8863
21150400601,"Govt. Primary School, Dahibar",Chhendipada,GOVT UPS BRAHMANBIL,Rural,54.8,developing,5,9,21.09404,84.90385
21150400701,"Govt. Primary School, Gohirapasi",Chhendipada,Govt UGHS Bahalasahi,Rural,44.3,needs,4,7,21.10331,84.89871
21150400801,"Govt. Upper Primary School, Golagadia",Chhendipada,Govt UGHS Bahalasahi,Rural,69.4,developing,7,16,21.11799,84.89417
21150400901,"Govt. Primary School, Languli",Chhendipada,Govt UGHS Bahalasahi,Rural,51.8,developing,5,11,21.11023,84.88503
21150401203,"Govt. High School, Balipata",Chhendipada,Balipatta,Rural,50.4,developing,5,119,20.98188,84.85623
21150401204,"Govt. Upper Primary School, Rathasahi",Chhendipada,Balipatta,Rural,51.3,developing,5,63,20.98931,84.84961
21150401502,"Govt. Primary School, Hatianali",Chhendipada,Balipatta,Rural,50.0,needs,5,16,20.9854,84.83588
21150401601,"Govt. Upper Primary School, Kisinda",Chhendipada,Balipatta,Rural,67.5,developing,7,2,20.9805,84.82301
21150401701,"Govt. Primary School, Naupada",Chhendipada,Balipatta,Rural,54.1,developing,5,9,20.9789,84.857
21150401702,"Govt. Primary School, Matigadiasahi",Chhendipada,Balipatta,Rural,66.7,developing,7,7,20.96606,84.85721
21150401801,"Govt. Primary School, Palasabania",Chhendipada,Balipatta,Rural,53.6,developing,5,6,21.0015,84.86252
21150402002,"Govt. High School, Barapada",Chhendipada,korada ups,Rural,73.2,developing,7,55,20.99294,84.9031
21150402401,"Govt. Primary School, Gopiballavapur",Chhendipada,korada ups,Rural,62.9,developing,6,13,20.97344,84.93234
21150402501,"Govt. Upper Primary School, Barasahi",Chhendipada,MACHHAKUTA UPS,Rural,86.4,excelling,9,30,21.10786,84.80498
21150402502,"Govt. Primary School, Rangamatia",Chhendipada,KHAMAR NUPS,Rural,73.4,developing,7,21,21.10279,84.88378
21150402702,"Govt. Primary School, Godarasahi",Chhendipada,KHAMAR NUPS,Rural,65.3,developing,7,19,21.11508,84.79286
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Rural,53.2,developing,5,127,21.10671,84.79897
21150403102,"Govt. Upper Primary School, Basantapur",Chhendipada,Basantapur NUPS,Rural,65.7,developing,7,23,21.05394,84.81419
21150403171,Radhamadhab HS,Chhendipada,Basantapur NUPS,Rural,58.2,developing,6,32,21.06039,84.81499
21150403202,"Govt. Primary School, Deunriajharan",Chhendipada,Basantapur NUPS,Rural,72.8,developing,7,13,21.05097,84.81912
21150403301,"Govt. Upper Primary School, Ghuntulipasi",Chhendipada,Basantapur NUPS,Rural,68.8,developing,7,7,21.06286,84.82457
21150403401,"Govt. Primary School, Balinali",Chhendipada,Kukurpeta,Rural,41.8,needs,4,11,21.03463,84.90983
21150403501,Bhagilakata SS,Chhendipada,KOSALA PS,Rural,86.1,excelling,9,3,21.03418,84.93523
21150403802,"Govt. Upper Primary School, Brahmanabil",Chhendipada,GOVT UPS BRAHMANBIL,Rural,73.5,developing,7,61,21.05149,84.93381
21150403803,"Govt. Upper Primary School, Jambusahi",Chhendipada,GOVT UPS BRAHMANBIL,Rural,65.0,developing,7,21,21.05515,84.94115
21150403902,"Govt. Primary School, Karadabahal",Chhendipada,Kukurpeta,Rural,84.7,excelling,8,13,21.05006,84.91351
21150404301,"Govt. Upper Primary School, Takua",Chhendipada,GOVT UPS BRAHMANBIL,Rural,77.4,excelling,8,11,21.07156,84.97339
21150404501,"Govt. Upper Primary School, Badaberena",Chhendipada,GOVT UPS BRAHMANBIL,Rural,86.1,excelling,9,27,21.12875,84.93274
21150404601,"Govt. Upper Primary School, Changudia",Chhendipada,GOVT UPS BRAHMANBIL,Rural,84.4,excelling,8,3,21.11009,84.95361
21150404801,"Govt. Primary School, Kankurpal",Chhendipada,GOVT UPS BRAHMANBIL,Rural,67.4,developing,7,11,21.11113,84.93152
21150404902,Unknown,Chhendipada,Unknown,Rural,61.4,developing,6,25,21.08657,84.94529
21150404903,"Govt. Primary School, Santarabandha",Chhendipada,GOVT UPS BRAHMANBIL,Rural,74.2,developing,7,14,21.0832,84.94575
21150405101,"Block Colony Govt. Upper Primary School, Chhendipada",Chhendipada,Chhendipada HS,Rural,59.7,developing,6,64,21.08225,84.87773
21150405103,"Govt. Girls Primary School, Chhendipada",Chhendipada,Chhendipada HS,Rural,70.4,developing,7,4,21.08399,84.87032
21150405104,"Govt. High School, Chhendipada",Chhendipada,Chhendipada HS,Rural,71.0,developing,7,44,21.08279,84.87019
21150405105,"Govt. Upper Primary School, Chhendipada Kumbharsahi",Chhendipada,Chhendipada HS,Rural,50.0,needs,5,35,21.07814,84.86209
21150405201,"Govt. Primary School, Khuntanali",Chhendipada,Kukurpeta,Rural,82.2,excelling,8,3,21.03916,84.85152
21150405203,"Govt. Primary School, Sapoisahi",Chhendipada,Chhendipada HS,Rural,66.7,developing,7,3,21.09193,84.85669
21150405601,"Govt. Upper Primary School, Mamuria",Chhendipada,Chhendipada HS,Rural,72.0,developing,7,23,21.09505,84.86651
21150405603,"Govt. Primary School, Bimalbeda",Chhendipada,Chhendipada HS,Rural,80.3,excelling,8,6,21.09953,84.85879
21150405701,"Govt. Upper Primary School, Durgapur",Chhendipada,DURGAPUR NUPS,Rural,56.9,developing,6,30,20.91841,84.8833
21150405702,"Gram Panchayat HS, Durgapur",Chhendipada,DURGAPUR NUPS,Rural,49.2,needs,5,38,20.91825,84.88327
21150405703,"Govt. Primary School, Banadurgapada",Chhendipada,DURGAPUR NUPS,Rural,79.5,excelling,8,7,20.92064,84.89475
21150405801,"Govt. Primary School, Durgapur Panasahi",Chhendipada,DURGAPUR NUPS,Rural,33.3,needs,3,4,20.91875,84.87773
21150405901,"Govt. Upper Primary School, Tangirisahi",Chhendipada,DURGAPUR NUPS,Rural,62.1,developing,6,48,20.91945,84.90502
21150406101,"Govt. Primary School, Jarapada",Chhendipada,DURGAPUR NUPS,Rural,63.3,developing,6,29,20.87704,84.88411
21150406102,"Patitapaban Govt. High School, Jarapada",Chhendipada,DURGAPUR NUPS,Rural,64.5,developing,6,71,20.88342,84.88234
21150406401,"Govt. Primary School, Kumursing",Chhendipada,DURGAPUR NUPS,Rural,46.9,needs,5,16,20.88316,84.87873
21150406502,"Govt. Upper Primary School, Bhagirathipur",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,82.3,excelling,8,37,20.8987,84.86899
21150406701,"Govt. High School, Jereng Dehury Sahi",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,62.3,developing,6,37,20.89614,84.86048
21150406801,"Govt. Upper Primary School, Laxmidharpur",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,51.1,developing,5,42,20.90079,84.85353
21150407001,"Govt. Primary School, Andharikata",Chhendipada,Govt UGHS Bahalasahi,Rural,54.0,developing,5,10,21.14581,84.93268
21150407101,"Govt. Primary School, Haribereni",Chhendipada,Govt UGHS Bahalasahi,Rural,60.2,developing,6,8,21.15154,84.98319
21150407301,"Govt. Primary School, Kainchhapada",Chhendipada,Govt UGHS Bahalasahi,Rural,75.7,excelling,8,9,21.1564,84.93802
21150407401,"Govt. High School, Kampasala",Chhendipada,Govt UGHS Bahalasahi,Rural,40.9,needs,4,39,21.14605,84.94807
21150407501,"Govt. Primary School, Kendupasi",Chhendipada,Govt UGHS Bahalasahi,Rural,76.1,excelling,8,3,21.13654,84.95481
21150407601,"Govt. Upper Primary School, Mandua",Chhendipada,Govt UGHS Bahalasahi,Rural,63.9,developing,6,25,21.15625,84.98489
21150407901,"Govt. Primary School, Salakhaman",Chhendipada,GOVT UPS BRAHMANBIL,Rural,80.5,excelling,8,3,21.13815,84.90779
21150408002,"Govt. Upper Primary School, Kanaloi",Chhendipada,Kanaloi ups,Rural,77.7,excelling,8,30,21.10061,84.70311
21150408003,"Govt. Primary School, Rugudisahi Kanaloi",Chhendipada,Kanaloi ups,Rural,74.2,developing,7,13,21.10225,84.69694
21150408101,"Govt. Primary School, Karnapal",Chhendipada,Kanaloi ups,Rural,73.1,developing,7,9,21.10984,84.87226
21150408201,"Govt. Upper Primary School, Marudhip",Chhendipada,Kanaloi ups,Rural,64.6,developing,6,12,21.11074,84.70474
21150408401,"Govt. Primary School, Bahalasahi",Chhendipada,Kankarei UPS,Rural,84.6,excelling,8,8,20.95341,84.98698
21150408403,"Govt. Upper Primary School, Kankarai",Chhendipada,Kankarei UPS,Rural,52.5,developing,5,60,20.96124,84.99411
21150408501,"Govt. Primary School, Pidhakhaman",Chhendipada,Kankarei UPS,Rural,64.6,developing,6,9,20.95348,84.99948
21150408601,"Govt. Upper Primary School, Badamul",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,49.8,needs,5,21,20.94,84.82
21150408701,"Govt. Upper Primary School, Bakala",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,69.7,developing,7,15,20.93314,84.85922
21150409001,"Govt. Primary School, Kandhakorada",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,77.9,excelling,8,4,20.91565,84.81225
21150409101,"Govt. Primary School, Katada",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,50.4,developing,5,18,20.90699,84.82093
21150409151,Gurundu Gopal HS,Chhendipada,Jereng Dehuri Sahi UGHS,Rural,55.9,developing,6,23,20.90549,84.83496
21150409401,"Govt. Primary School, Jhintipal",Chhendipada,korada ups,Rural,56.4,developing,6,20,20.96535,84.89788
21150409601,"Govt. Primary School, Korada Tentulisahi",Chhendipada,korada ups,Rural,69.5,developing,7,10,20.95028,84.905
21150409602,"Govt. Upper Primary School, Korada",Chhendipada,korada ups,Rural,69.5,developing,7,21,20.95089,84.88925
21150409651,Korada GP HS,Chhendipada,korada ups,Rural,56.7,developing,6,41,20.95069,84.89369
21150409701,Putagadia SS,Chhendipada,korada ups,Rural,81.4,excelling,8,13,20.95922,84.88214
21150409801,"Govt. Upper Primary School, Bahiali Kosala",Chhendipada,KOSALA PS,Rural,75.4,excelling,8,55,21.01237,84.93807
21150410101,"Govt. Primary School, Jaltap",Chhendipada,KOSALA PS,Rural,61.7,developing,6,2,21.01781,84.97471
21150410202,"Govt. Primary School, Kudapal",Chhendipada,KOSALA PS,Rural,83.3,excelling,8,3,20.98098,84.96866
21150410301,"Govt. Upper Primary School, Kansanali",Chhendipada,KOSALA PS,Rural,87.9,excelling,9,11,20.9967,84.92702
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Rural,61.3,developing,6,111,21.005,84.94051
21150410304,"Govt. Primary School, Kosala",Chhendipada,KOSALA PS,Rural,73.8,developing,7,32,21.00421,84.94006
21150410305,Govt. Primary School Kumbharsahi Kosala,Chhendipada,KOSALA PS,Rural,71.5,developing,7,18,21.01067,84.92975
21150410306,"Govt. Primary School, Similisahi",Chhendipada,KOSALA PS,Rural,83.9,excelling,8,12,20.99917,84.94207
21150410351,KOSALA GIRLS HIGH SCHOOL,Chhendipada,KOSALA PS,Rural,67.0,developing,7,14,21.00385,84.94001
21150410501,"Govt. Primary School, Sandhapal",Chhendipada,KOSALA PS,Rural,75.7,excelling,8,9,20.9816,84.9748
21150410801,KUKURPETA UCHA BIDYAPITHA,Chhendipada,Kukurpeta,Rural,46.2,needs,5,35,21.02916,84.87445
21150410802,"Govt. Upper Primary School, Kukurpeta",Chhendipada,Kukurpeta,Rural,85.9,excelling,9,24,21.02623,84.88248
21150411101,"Govt. Primary School, Nuamauza",Chhendipada,Kukurpeta,Rural,84.4,excelling,8,12,21.03314,84.8851
21150411201,"Govt. Primary School, Phuljhari",Chhendipada,Kukurpeta,Rural,77.0,excelling,8,9,21.0271,84.90835
21150411301,"Govt. Primary School, Dubanali",Chhendipada,Balipatta,Rural,47.4,needs,5,15,21.00098,84.87168
21150411402,"Govt. Primary School, Kushakila",Chhendipada,Balipatta,Rural,33.4,needs,3,13,20.99122,84.88527
21150411471,"NABAJYOTI HS, KUSHAKILA",Chhendipada,Balipatta,Rural,40.8,needs,4,32,20.99141,84.88547
21150411601,"Govt. Primary School, Sanakushakila",Chhendipada,Balipatta,Rural,76.7,excelling,8,3,20.99853,84.8832
21150411801,"Govt. Upper Primary School, Machhakuta",Chhendipada,MACHHAKUTA UPS,Rural,83.6,excelling,8,41,21.07302,84.83772
21150411802,"Govt. Primary School, Machhakuta Talasahi",Chhendipada,MACHHAKUTA UPS,Rural,82.3,excelling,8,8,21.07762,84.83481
21150412101,"Govt. High School, Podapada",Chhendipada,Chhendipada HS,Rural,50.8,developing,5,45,21.08962,84.84414
21150412102,"Govt. Primary School, Podapada",Chhendipada,Chhendipada HS,Rural,62.8,developing,6,20,21.08993,84.84161
21150412801,"Govt. Upper Primary School, Kalapatasahi",Chhendipada,Govt UPS PARANGA,Rural,58.3,developing,6,17,20.93179,85.06718
21150412802,"Govt. Primary School, Natada",Chhendipada,Govt UPS PARANGA,Rural,63.9,developing,6,12,20.93206,85.06197
21150412803,"Govt. Primary School, Badajharan",Chhendipada,Govt UPS PARANGA,Rural,71.7,developing,7,2,20.90742,85.07227
21150412804,"Govt. Upper Primary School, Ambapal Natada",Chhendipada,Govt UPS PARANGA,Rural,71.2,developing,7,102,20.93866,85.05622
21150412901,"Govt. Upper Primary School, Sanamahitala",Chhendipada,Govt UPS PARANGA,Rural,67.0,developing,7,10,20.92017,85.04156
21150413001,"Govt. Primary School, Balichandrapur",Chhendipada,Kankarei UPS,Rural,76.7,excelling,8,2,20.93098,84.99489
21150413101,"Govt. Upper Primary School, Kaliakata",Chhendipada,Kankarei UPS,Rural,38.4,needs,4,63,20.9028,84.986
21150413301,"Govt. Primary School, Malibrahmani",Chhendipada,Kankarei UPS,Rural,77.3,excelling,8,5,20.92956,84.99206
21150413401,"Govt. High School, Nisha",Chhendipada,Kankarei UPS,Rural,70.2,developing,7,38,20.92443,85.00189
21150413701,"Govt. Primary School, Bhaliasar",Chhendipada,Kanaloi ups,Rural,82.5,excelling,8,2,21.10983,84.87223
21150413901,"Govt. Upper Primary School, Dangapal",Chhendipada,Kanaloi ups,Rural,67.8,developing,7,13,21.12909,84.76145
21150414001,"Govt. Primary School, Jaripal",Chhendipada,Kanaloi ups,Rural,66.7,developing,7,2,21.11354,84.75645
21150414201,Binapani HS,Chhendipada,Kanaloi ups,Rural,54.8,developing,5,47,21.11026,84.71487
21150414204,"Govt. Primary School, Nuagaon",Chhendipada,Kanaloi ups,Rural,75.9,excelling,8,20,21.11236,84.72029
21150414205,"Binapani Govt. Primary School, Harijan Sahi, Nuagaon",Chhendipada,Kanaloi ups,Rural,64.1,developing,6,9,21.10851,84.71776
21150414301,"Govt. Primary School, Nuagaon Telisahi",Chhendipada,Kanaloi ups,Rural,88.5,excelling,9,12,21.11312,84.72229
21150414501,"Govt. High School, OGI",Chhendipada,OGI UGHS,Rural,53.3,developing,5,73,20.8486,84.8795
21150414502,"Govt. Primary School, Dehurysahi OGI",Chhendipada,OGI UGHS,Rural,66.8,developing,7,10,20.85314,84.90331
21150414503,"Govt. Primary School, Soubhagya Nagar",Chhendipada,OGI UGHS,Rural,51.4,developing,5,6,20.84519,84.87349
21150414601,Para HS,Chhendipada,OGI UGHS,Rural,48.4,needs,5,37,20.85426,84.88
21150414602,"Govt. Primary School, Para Nuasahi",Chhendipada,OGI UGHS,Rural,78.0,excelling,8,19,20.86205,84.87079
21150414603,"Govt. Upper Primary School, Para",Chhendipada,OGI UGHS,Rural,60.5,developing,6,26,20.8548,84.87991
21150414604,"Govt. Primary School, Patharpunji",Chhendipada,OGI UGHS,Rural,52.6,developing,5,11,20.86047,84.88902
21150414801,"Govt. Primary School, Para Jungle",Chhendipada,OGI UGHS,Rural,66.7,developing,7,2,20.82925,84.85795
21150414901,"Govt. Primary School, Bhubanpur",Chhendipada,Govt UPS PARANGA,Rural,75.5,excelling,8,22,20.89009,85.01406
21150415201,"Govt. Upper Primary School, Paranga",Chhendipada,Govt UPS PARANGA,Rural,74.4,developing,7,103,20.87231,85.03095
21150415203,"Govt. Primary School, Paranga Maharsahi",Chhendipada,Govt UPS PARANGA,Rural,72.9,developing,7,20,20.88028,85.02812
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,67.5,developing,7,32,20.90735,84.99806
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,67.3,developing,7,12,21.13758,84.78383
21150415601,"Govt. Primary School, Chakundamunda",Chhendipada,KHAMAR NUPS,Rural,81.7,excelling,8,1,21.08053,84.76178
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,73.6,developing,7,78,21.10671,84.77076
21150415604,"Govt. Upper Primary School, Patrapada",Chhendipada,KHAMAR NUPS,Rural,68.9,developing,7,27,21.08757,84.75984
21150415605,"Govt. Primary School, Talamandali",Chhendipada,KHAMAR NUPS,Rural,25.8,needs,3,2,21.0811,84.77037
21150415802,"Govt. Upper Primary School, Pipalbahal",Chhendipada,KHAMAR NUPS,Rural,64.8,developing,6,8,21.10372,84.78465
21150415901,"Govt. Primary School, Raipal",Chhendipada,KHAMAR NUPS,Rural,68.6,developing,7,6,21.13399,84.7829
21150416001,"Govt. Primary School, Baghuabol",Chhendipada,Patakumunda NHS,Rural,90.5,excelling,9,9,21.15609,84.81199
21150416101,"Govt. Primary School, Bhalukhaidhipa",Chhendipada,Patakumunda NHS,Rural,56.3,developing,6,8,21.14993,84.82468
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,47.6,needs,5,45,21.14632,84.82302
21150416601,"Govt. Upper Primary School, Ramachandrapur",Chhendipada,Patakumunda NHS,Rural,60.4,developing,6,4,21.15364,84.86543
21150416701,"Govt. Primary School, Sundarpal",Chhendipada,Patakumunda NHS,Rural,60.6,developing,6,6,21.15727,84.87656
21150416801,"GOVT. SEVASHRAM, TEBUDU",Chhendipada,Patakumunda NHS,Rural,49.6,needs,5,8,21.15391,84.84862
21150416903,"Govt. Primary School, Tebudu Jungle",Chhendipada,Patakumunda NHS,Rural,65.0,developing,7,5,21.1607,84.85678
21150417101,"Govt. Primary School, Golagadia",Chhendipada,Kankarei UPS,Rural,57.0,developing,6,5,20.96938,84.96511
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Rural,49.0,needs,5,60,20.95584,84.96851
21150417302,"Govt. Primary School, Raijharan",Chhendipada,Kankarei UPS,Rural,60.4,developing,6,33,20.95561,84.9685
21150417304,"Govt. Primary School, Tangarasahi",Chhendipada,Kankarei UPS,Rural,75.7,excelling,8,7,20.96241,84.96459
21150417401,"Govt. Primary School, Chaulput",Chhendipada,KHAMAR NUPS,Rural,81.3,excelling,8,5,21.09477,84.79529
21150417403,"Govt. Primary School, Kanakapada",Chhendipada,Basantapur NUPS,Rural,88.9,excelling,9,19,21.08984,84.81399
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,73.4,developing,7,71,21.08575,84.81526
21150417503,"Govt. Upper Primary School, Kathapal",Chhendipada,Basantapur NUPS,Rural,71.7,developing,7,8,21.07816,84.80096
21150417504,"Govt. Primary School, Similipal",Chhendipada,Basantapur NUPS,Rural,68.3,developing,7,4,21.05903,84.78373
21150417505,Similipal SS,Chhendipada,Basantapur NUPS,Rural,71.1,developing,7,3,21.06789,84.80841
21150417508,"Govt. Primary School, Chaunriapal",Chhendipada,Basantapur NUPS,Rural,81.1,excelling,8,3,21.06545,84.81916
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,57.0,developing,6,27,21.13618,84.84479
21150417801,"Govt. Upper Primary School, Nuapada",Chhendipada,Govt UGHS Bahalasahi,Rural,72.9,developing,7,18,21.14799,84.87801
21150418002,"Govt. Upper Primary School, Purunagarh",Chhendipada,MACHHAKUTA UPS,Rural,63.1,developing,6,14,21.11187,84.83115
