udise,school_name,block,cluster,setting,overall_pct,band,score_out_of_10,students_assessed,lat,lon
21150808305,JILINDA PUPS,Talachera,Brajanathpur UPS,Rural,68.6,developing,7,26,21.0195,85.2057
21150808401,Sirigida PS,Talachera,Brajanathpur UPS,Rural,66.7,developing,7,3,20.951,85.215
21150808601,Chainpal PS,Talachera,"PNHS,PADIABHANGA",Rural,45.6,needs,5,13,20.88328,85.21756
21150808701,Gurujanguli Purunasahi PS,Talachera,"PNHS,PADIABHANGA",Rural,75.7,excelling,8,14,20.89434,85.21897
21150808901,Kholua PS,Talachera,"PNHS,PADIABHANGA",Rural,45.6,needs,5,10,20.88624,85.22552
21150809001,Lingarakata UPS,Talachera,"PNHS,PADIABHANGA",Rural,52.5,developing,5,26,20.87264,85.22642
21150809101,Nuagan PS,Talachera,"PNHS,PADIABHANGA",Rural,35.3,needs,4,8,20.89577,85.21903
21150809201,PANCHHYAT NODAL HS,Talachera,"PNHS,PADIABHANGA",Rural,39.7,needs,4,61,20.89287,85.21384
21150809351,"PANCHAYAT HS , HENSMUL",Talachera,TALABEDA UPS,Rural,78.3,excelling,8,17,20.96936,85.15077
21150809401,HENSMUL NUPS,Talachera,TALABEDA UPS,Rural,79.7,excelling,8,11,20.9694,85.15033
21150809801,NARAHARIPUR PUPS,Talachera,TALABEDA UPS,Rural,80.6,excelling,8,11,20.97005,85.17087
21150810001,DIGHI PS,Talachera,Sri Jagannath NHS,Rural,77.2,excelling,8,3,20.94677,85.21733
21150810101,SRI JAGANNATH NHS,Talachera,Sri Jagannath NHS,Rural,60.5,developing,6,55,20.91272,85.20058
21150810103,ABHIMANYUPUR PS,Talachera,Sri Jagannath NHS,Rural,75.0,developing,8,6,20.90309,85.20155
21150810701,Teheranpur Nuasahi PUPS,Talachera,Ghantapada NHS,Rural,40.9,needs,4,11,20.90085,85.17259
21150810702,Teheranpur PS,Talachera,Ghantapada NHS,Rural,36.0,needs,4,5,20.90336,85.18228
21150811001,HINGULA NHS,Talachera,Kalamachhuin UPS,Rural,41.0,needs,4,24,20.95947,85.08148
21150811002,KALAMACHHUIN PURUNASAHI PS,Talachera,Kalamachhuin UPS,Rural,80.0,excelling,8,3,20.95396,85.05559
21150811003,KALAMACHHUIN UPS,Talachera,Kalamachhuin UPS,Rural,70.9,developing,7,22,20.96256,85.0598
21150811801,M.N.PUR UPS,Talachera,Kalamachhuin UPS,Rural,67.2,developing,7,9,20.96807,85.09183
21150811802,SOLADA PS,Talachera,Kalamachhuin UPS,Rural,66.7,developing,7,9,20.97267,85.06615
21150812401,BALUGAON PS,Talachera,TALABEDA UPS,Rural,64.5,developing,6,8,20.97156,85.19918
21150812701,BIDYADHARPUR PS,Talachera,TALABEDA UPS,Rural,85.5,excelling,9,6,20.96068,85.21482
21150813601,KANDHAL PS,Talachera,TALABEDA UPS,Rural,48.5,needs,5,11,20.98713,85.18488
21150813603,"SRI JAGANNATH NHS , LANGIJODA",Talachera,TALABEDA UPS,Rural,72.1,developing,7,14,20.96864,85.18212
21150814401,TALABEDA UPS,Talachera,TALABEDA UPS,Rural,66.6,developing,7,19,20.97277,85.20546
21150815204,Rameswar PS,Talachera,Biharipur PUPS,Rural,55.7,developing,6,5,20.97193,85.24462
21150815301,Bharati HS,Talachera,Biharipur PUPS,Rural,51.9,developing,5,35,20.99646,85.22498
21150815303,Kankili Nuasahi PUPS,Talachera,Biharipur PUPS,Rural,72.9,developing,7,8,20.99618,85.23439
21150815304,Krushaksahi PS,Talachera,Biharipur PUPS,Rural,67.2,developing,7,12,20.99821,85.24487
21150815305,Pravakar NUPS,Talachera,Biharipur PUPS,Rural,65.7,developing,7,17,20.98974,85.24636
21150815701,Ramachandrapur PPS,Talachera,Biharipur PUPS,Rural,85.5,excelling,9,7,20.97768,85.23448
21150816001,KARNAPUR UPS,Talachera,BADAJORADA NUPS,Rural,44.7,needs,4,20,20.90197,85.12569
21150816051,Kanakeswar HS,Talachera,BADAJORADA NUPS,Rural,71.2,developing,7,27,20.90222,85.12539
21150816101,Natidi PS,Talachera,BADAJORADA NUPS,Rural,73.9,developing,7,6,20.9244,85.09966
21150816201,Sanajorada UPS,Talachera,Gobara NHS,Rural,68.1,developing,7,7,20.90526,85.14243
21150816301,Chitalpurharijansahi PS,Talachera,Gopalprasad NHS,Rural,61.9,developing,6,6,21.03703,85.03845
21150816302,Chitalpur PUPS,Talachera,Gopalprasad NHS,Rural,55.0,developing,6,17,20.98067,85.03199
21150816501,Kumunda HS,Talachera,Gopalprasad NHS,Rural,75.0,developing,8,9,20.9888,85.02745
21150816502,Kumunda PS,Talachera,Gopalprasad NHS,Rural,60.9,developing,6,17,20.97312,85.02455
21150816504,Nuantailasahi PPS,Talachera,Gopalprasad NHS,Rural,75.0,developing,8,7,20.98385,85.01104
21150816601,Maradahariharpur PS,Talachera,Gopalprasad NHS,Rural,52.2,developing,5,6,20.98626,85.02018
21150817001,Balasore Project PS,Talachera,Kalapat pups,Rural,51.7,developing,5,2,20.99794,85.10483
21150817501,Chakadola HS,Talachera,Kalapat pups,Rural,66.0,developing,7,3,21.00325,85.13744
21150817502,Hiloi Ekdal UPS,Talachera,Kalapat pups,Rural,77.1,excelling,8,4,21.00045,85.13623
21150817701,Joragadia Project UPS,Talachera,Kalapat pups,Rural,60.6,developing,6,45,20.989,85.11878
21150817801,KANDHABERENI ASHARAM SCHOOL,Talachera,Kalapat pups,Rural,58.3,developing,6,32,20.99794,85.08789
21150818701,NUAPADA PS,Talachera,Sri Jagannath NHS,Rural,87.8,excelling,9,6,20.91221,85.22227
21150818802,SANTHAPADA NUPS,Talachera,Sri Jagannath NHS,Rural,71.0,developing,7,25,20.91296,85.22259
21150818803,SUNDARPASI PPS,Talachera,Sri Jagannath NHS,Rural,77.2,excelling,8,6,20.92158,85.25203
21150818901,Tolkulundi PS,Talachera,"PNHS,PADIABHANGA",Rural,67.8,developing,7,3,20.88687,85.24035
21150819101,Bhanja Colony Project UPS,Talachera,Gobara NHS,Rural,75.7,excelling,8,13,,
21150819102,"N K Vidyapitha ,Southbalanda",Talachera,Gobara NHS,Rural,35.9,needs,4,57,20.92457,85.1526
21150819202,Tentulei PS,Talachera,Gobara NHS,Rural,66.7,developing,7,14,,
21150819301,KHAMAR PS,Talachera,Kalamachhuin UPS,Rural,76.4,excelling,8,6,20.97718,85.04166
21150900201,SHIKSHYAKAPADA UPS,Anugola,Amalapada ps,Urban,51.6,developing,5,31,20.85242,85.09652
21150900602,WESTBAZARPADA PS,Anugola,Amalapada ps,Urban,84.7,excelling,8,10,20.83514,85.08931
21150900802,Hulurisingha UPS,Anugola,Collegepada,Urban,49.6,needs,5,108,20.82692,85.08554
21150900901,BANIABAHAL PS,Anugola,Collegepada,Urban,73.9,developing,7,12,20.82344,85.08799
21150901101,COLLEGEPADA UPS,Anugola,Collegepada,Urban,62.4,developing,6,62,20.82528,85.10247
21150901201,SOUBHAGYANAGAR PPS,Anugola,Amalapada ps,Urban,72.7,developing,7,13,20.83697,85.10493
21150901301,SHILPANCHAL PS,Anugola,Amalapada ps,Urban,64.0,developing,6,23,20.83178,85.10458
21150901701,PTC NODAL HIGH SCHOOL,Anugola,Amalapada ps,Urban,58.0,developing,6,165,20.84403,85.10425
21150901801,GOVT GIRLS HIGH SCHOOL ANGUL,Anugola,Amalapada ps,Urban,62.4,developing,6,57,20.84281,85.09706
21150901901,UTTARPADA NUPS,Anugola,Amalapada ps,Urban,68.5,developing,7,75,20.85108,85.09905
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Urban,58.2,developing,6,61,20.83561,85.09322
21150902301,GOVT. TOWN UPS,Anugola,Collegepada,Urban,51.3,developing,5,78,20.83153,85.09045
21150902401,Shyamasundarpur PS,Anugola,Collegepada,Urban,64.3,developing,6,19,20.78163,85.06526
21150902503,GADAPADASAHI PPS,Anugola,Collegepada,Urban,82.2,excelling,8,3,20.81373,85.099
21150902604,LINGARAJODI PPS,Anugola,Collegepada,Urban,52.6,developing,5,9,20.82525,85.07708
21151000101,GOVT PPS SIDHAPUR,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,60.0,developing,6,3,20.66772,84.62995
21151000201,TOWN BOYS PS,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,75.0,developing,8,5,20.71911,84.53661
21151000301,HARIDANALI PS,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,60.1,developing,6,14,20.73186,84.54086
21151000401,GOVT PS TANGIANISA,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,78.8,excelling,8,11,20.73347,84.55569
21151000501,GOVT UPS BARGAON,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,42.0,needs,4,51,20.72022,84.54381
21151000601,TOWN URDU PS,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,30.2,needs,3,7,20.72019,84.56519
21151000801,PULESWAR PS,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,72.2,developing,7,6,20.72153,84.52406
21151001001,RAMESWARPATNA PS,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,51.9,developing,5,13,20.71894,84.54778
21151001101,GOVT GIRLS HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,43.9,needs,4,39,20.86323,84.68437
21151001201,PM SHRI MAHENDRA HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Urban,45.4,needs,5,85,20.72494,84.53484
21151100101,MUNICIPAL NODAL HS,Talachera,Baghuabol Nups,Urban,65.8,developing,7,18,20.93624,85.20014
21151100501,"Govt. Girls HS,Talcher",Talachera,Baghuabol Nups,Urban,76.2,excelling,8,28,20.94885,85.23382
21151100503,P C MODEL UPS,Talachera,Baghuabol Nups,Urban,50.9,developing,5,97,20.95054,85.23359
21151100701,THANASAHI PS,Talachera,Baghuabol Nups,Urban,72.1,developing,7,8,20.94836,85.23097
21151100901,Patrasahi PS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,34.2,needs,3,16,20.94675,85.22755
21151101001,NRHR PUPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,24.8,urgent,2,46,20.95062,85.22702
21151101003,BAULCHHAK PS,Talachera,Baghuabol Nups,Urban,47.0,needs,5,9,20.94666,85.23041
21151101101,Chauliakuta PPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,47.3,needs,5,15,20.95489,85.22057
21151101201,Remuan PS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,35.3,needs,4,25,20.95616,85.21611
21151101303,Jubaraj HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,42.9,needs,4,58,20.9501,85.22162
21151101401,Deulbera colliery Model Nodal HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,41.8,needs,4,60,20.95117,85.20641
21151101601,BEBARTAMUNDA PS,Talachera,Baghuabol Nups,Urban,38.3,needs,4,3,20.92049,85.22615
21151101602,GOPINATHPUR PROJECT UPS,Talachera,Baghuabol Nups,Urban,74.0,developing,7,20,20.93372,85.23837
21151101702,Deulbera P S,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,62.2,developing,6,6,20.94761,85.20803
21151101801,Deulabeda Telisahi PS,Talachera,Ghantapada NHS,Urban,67.3,developing,7,20,20.94474,85.19766
21151101901,Handidhua HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,40.1,needs,4,45,20.94971,85.2077
21151101902,Handidhua PS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Urban,80.3,excelling,8,21,20.94166,85.19922
21151102101,BAGHUABOL NODAL UPS,Talachera,Baghuabol Nups,Urban,71.4,developing,7,51,20.94544,85.2145
